ID,textstr ,label
2045,show biography for director steven spielberg,none
2046,find information about kristen stewart,none
2047,how do i find out information about kristen stewart,none
2048,learn more about kristen stewart,none
2049,who is kristen stewart,none
2050,information on julia roberts,none
2051,get me information about spielberg,none
2052,i want to know about spielberg,none
2053,i want to see spielberg page,none
2054,pull up spielberg,none
2055,show me spielberg info,none
2056,show me spielberg main page,none
2057,show me the profile of spielberg,none
2058,show my spielberg info,none
2059,find me stats about steven spielberg,none
2060,i need details steven spielberg now,none
2061,search for steven spielberg,none
2062,show me the information for steven spielberg,none
2063,stephen spielberg biography,none
2064,steven spielberg,none
2065,steven spielberg bio,none
2066,steven spielberg profile page,none
2067,what about steven spielberg,none
2068,who is steven spielberg,none
2069,find info on tom hanks,none
2070,show me information on tom hanks,none
2071,show tom hanks,none
2072,information for sally field,none
2073,sergio leone,none
2074,i need information on sean connery,none
2075,tell me about michelle pfiefer,none
2076,i want to learn about charlie sheen,none
2077,find information about robert wise,none
2078,robert wise life,none
2079,search for information about robert wise,none
2080,director profiles: hitchcock,none
2081,warner brothers bio,none
2082,alfred hitchcock,none
2083,who is hitchcock,none
2084,information for clark gable,none
2085,i want information about angelina jolie,none
2086,i want more information on richard lester,none
2087,information for vivian lee,none
2088,name the producer of the godfather,movie.produced_by
2089,what is the name of the company that produced sparkle,movie.produced_by
2090,what is the name of the company that produced the movie ants,movie.production_companies
2091,show me the name of the producer of the movie avatar,movie.produced_by
2092,can you show me the name of the producer for cabin in the woods,movie.produced_by
2093,what is the name of the company that produced the movie avatar,movie.production_companies
2094,please provide the name of the company that produced sparkle,movie.production_companies
2095,what is the name of the company that produced the movie inception,movie.production_companies
2096,hitch list producer,movie.produced_by
2097,i want info on how produced hitch,movie.produced_by
2098,who are the producers for the movie hitch,movie.produced_by
2099,who is the producer for hitch,movie.produced_by
2100,who produced hitch,movie.produced_by
2101,who produced hitch,movie.produced_by
2102,who produced hitch,movie.produced_by
2103,who was the producer for the movie hitch,movie.produced_by
2104,info hitch producer,movie.produced_by
2105,what production company was responsible for the film the devil wears prada,movie.production_companies
2106,what company produced secretariat,movie.production_companies
2107,what company produced the movie field of dreams,movie.production_companies
2108,what company produced jurassic park,movie.production_companies
2109,company that produced iron man,movie.production_companies
2110,what company produced cabin in the woods,movie.production_companies
2111,production company for spiderman,movie.production_companies
2112,who produced cabin in the woods,movie.produced_by
2113,what was the production company for black swan,movie.production_companies
2114,get me the think like a man movie producer,movie.produced_by
2115,who produced cars,movie.produced_by
2116,who produced cars,movie.produced_by
2117,who produced the movie cars,movie.produced_by
2118,who produced steel magnolias,movie.produced_by
2119,who produces steel magnolias,movie.produced_by
2120,name of producer for ghost busters,movie.produced_by
2121,who produced et,movie.produced_by
2122,who was the producer for elizabeth,movie.produced_by
2123,please show me who produces madagascar,movie.produced_by
2124,look for the producer of heroine,movie.produced_by
2125,producer of heroine,movie.produced_by
2126,can you find the producer of heroine,movie.produced_by
2127,can you tell me who produced the movie avatar,movie.produced_by
2128,i need to know the movie avatar producer name,movie.produced_by
2129,i need to know who produced the movie avatar,movie.produced_by
2130,please tell me who produce the avatar,movie.produced_by
2131,producer of avatar,movie.produced_by
2132,who is the producer of avatar,movie.produced_by
2133,who produce the avatar,movie.produced_by
2134,who produced avatar,movie.produced_by
2135,who produced avatar,movie.produced_by
2136,who produced avatar,movie.produced_by
2137,who produced avatar,movie.produced_by
2138,who produced avatar with james cameron,movie.produced_by
2139,who is listed as producer of grease,movie.produced_by
2140,who is the producer of grease,movie.produced_by
2141,browse lionsgate information,none
2142,display production company lionsgate,none
2143,get info on lionsgate,none
2144,goto lionsgate,none
2145,i would like more information about lionsgate,none
2146,look for information about lionsgate,none
2147,see lionsgate info,none
2148,show lionsgate,none
2149,company that produced the avengers,movie.production_companies
2150,show who produced black swan,movie.produced_by
2151,who produced black swan,movie.produced_by
2152,who produced spaceballs,movie.produced_by
2153,find the producer of the godfather,movie.produced_by
2154,show me the producer of the godfather,movie.produced_by
2155,who is the producer of the godfather,movie.produced_by
2156,who produced the godfather,movie.produced_by
2157,who produced the godfather,movie.produced_by
2158,who produced the godfather,movie.produced_by
2159,who produced the godfather movies,movie.produced_by
2160,producer for slumdog millionaire,movie.produced_by
2161,company that produced thor,movie.production_companies
2162,what company produced days of thunder,movie.production_companies
2163,i want to look for information about paramount studios,none
2164,look for information about paramount studios,none
2165,what is the history behind paramount,none
2166,look at paramount,none
2167,who produced hotel rwanda,movie.produced_by
2168,who produced the movie hotel rwanda,movie.produced_by
2169,who produced titanic,movie.produced_by
2170,company that produced twilight,movie.production_companies
2171,producer for ms. congeniality,movie.produced_by
2172,who produced top gun,movie.produced_by
2173,what production company produced the movie avatar,movie.production_companies
2174,what studio made the dark knight,movie.production_companies
2175,what company produced the hangover,movie.production_companies
2176,who produced the devil wears prada,movie.produced_by
2177,i d like to know who the producer of the terminator is,movie.produced_by
2178,i wonder who produced the terminator,movie.produced_by
2179,who is the producer of the terminator,movie.produced_by
2180,find producer of the great debaters,movie.produced_by
2181,who produced the great debaters,movie.produced_by
2182,who produced the movie twilight,movie.produced_by
2183,production company for the hulk,movie.production_companies
2184,can i see who produced possesion,movie.produced_by
2185,who produced possesion,movie.produced_by
2186,find the producer of moby dick,movie.produced_by
2187,producer for the passion of the christ,movie.produced_by
2188,who produced what to expect when you're expecting,movie.produced_by
2189,what company is the producer of inception,movie.produced_by
2190,who produced the movie the dark knight,movie.produced_by
2191,who produced lion king,movie.produced_by
2192,i would like to find the producers of the lion king,movie.produced_by
2193,what company produced sparkle,movie.production_companies
2194,which company produced the terminator,movie.production_companies
2195,who produced casino royale,movie.produced_by
2196,search mgm studios,none
2197,who was the producer for the amazing spiderman,movie.produced_by
2198,in the movie ants who is the producer,movie.produced_by
2199,the movie ants was produced by what person,movie.produced_by
2200,the producers for the movie ants,movie.produced_by
2201,who is the producer for the movie ants,movie.produced_by
2202,find the producer of gone with the wind,movie.produced_by
2203,producer for gone with the wind,movie.produced_by
2204,who produced the movie gone with the wind,movie.produced_by
2205,who produced the movie,movie.produced_by
2206,who produced the movie,movie.produced_by
2207,who produced this movie,movie.produced_by
2208,search for the producer of mirror,movie.produced_by
2209,who was mirror s producer,movie.produced_by
2210,person produced the blind side,movie.produced_by
2211,who was the producer for coming to america,movie.produced_by
2212,search for the producer of step up,movie.produced_by
2213,goto warner brothers,none
2214,pixar film studio,none
2215,look up the producer of freedom writers,movie.produced_by
2216,who produced godfather,movie.produced_by
2217,who produced the godfather,movie.produced_by
2218,show producers who work for miramax,movie.production_companies movie.produced_by
2219,what type of audience can watch cars,movie.rating
2220,is toy story for kids,movie.rating
2221,rating of movie,movie.rating
2222,what is movie rated,movie.rating
2223,show me the rating for the movie,movie.rating
2224,what is the mpaa rating for movie,movie.rating
2225,what is the reccommended audience for movie,movie.rating
2226,can i see this film rating,movie.rating
2227,what is the parental rating on this movie,movie.rating
2228,what is the rating of movie,movie.rating
2229,movie rating,movie.rating
2230,what rating did the dark knight rises receive,movie.rating
2231,what is the rating for dark knight,movie.rating
2232,rating for dark knight,movie.rating
2233,can you tell me whats the rating of movie avatar,movie.rating
2234,i need to know the rating of the movie avatar,movie.rating
2235,show me the rating of the movie avatar,movie.rating
2236,what is the rating for the movie ants,movie.rating
2237,is hotel transylavania good for adults,movie.rating
2238,show me the rating for the movie the lord of rings,movie.rating
2239,what age is marley and me appropriate,movie.rating
2240,how old should a person be to watch marley and me,movie.rating
2241,what age is appropriate to watch marley and me,movie.rating
2242,what rating is superman,movie.rating
2243,rating for transylvania,movie.rating
2244,tell me the rating of the movie grease,movie.rating
2245,what is grease rated,movie.rating
2246,tell me the rating of the film grease,movie.rating
2247,what is the appropriate age for clueless,movie.rating
2248,what is the rating of dirty dancing,movie.rating
2249,what is the rating for dirty dancing,movie.rating
2250,what rating is freedom writers,movie.rating
2251,what is the rating for house at the end of the street,movie.rating
2252,what ratings does the house at the end of the street hold,movie.rating
2253,is it appropriate to take my 16 year old to see land of the lost,movie.rating
2254,is the movie life is beautiful ok for my six year old to watch,movie.rating
2255,find the rating of the movie step up,movie.rating
2256,rating for the green hornet,movie.rating
2257,show me the film rating for avengers,movie.rating
2258,show rating for the film avengers,movie.rating
2259,show rating of movie avengers,movie.rating
2260,what is the rating for the avenger movie,movie.rating
2261,rating for the avengers,movie.rating
2262,what is jurassic park rated,movie.rating
2263,list movie ratings for us movie looper,movie.country movie.rating
2264,show movie ratings for us movie looper,movie.country movie.rating
2265,what audience will watch black swan,movie.rating
2266,how is a good man in africa rating,movie.rating
2267,can i take my 13 year old to see american pie,movie.rating
2268,how old for black swan,movie.rating
2269,what age is black swan appropriate for,movie.rating
2270,can you tell me the rating for cabin in the woods,movie.rating
2271,i would like to know the rating for cabin in the woods,movie.rating
2272,kindly show me the rating for cabin in the woods,movie.rating
2273,show me the rating for cabin in the woods,movie.rating
2274,rating for resident evil,movie.rating
2275,show me the rating for the movie romeo must die,movie.rating
2276,what the rating for satyricon,movie.rating
2277,what restrictions does the campaign film have for viewers,movie.rating
2278,what is the rating for the movie the campaign,movie.rating
2279,show me the rating for the movie the expendables 2,movie.rating
2280,show me the rating for the movie the mechanic,movie.rating
2281,can you find out what the movie dredd is rated,movie.rating
2282,look up the rating for the movie dredd,movie.rating
2283,search for the rating of the movie dredd,movie.rating
2284,what is the movie rating for die hard,movie.rating
2285,twilight revenue,movie.gross_revenue
2286,what was the gross profit for twilight,movie.gross_revenue
2287,how much did et gross worldwide,movie.gross_revenue
2288,what did et gross,movie.gross_revenue
2289,what were et revenues,movie.gross_revenue
2290,can you tell me about the revenue generated by the movie avatar,movie.gross_revenue
2291,how much money did avatar make,movie.gross_revenue
2292,how much revenue did the movie avatar generate,movie.gross_revenue
2293,tell me about the revenue generated by the movie avatar,movie.gross_revenue
2294,how much money did pretty woman take in,movie.gross_revenue
2295,revenue for pretty woman,movie.gross_revenue
2296,gross earnings for avengers movie,movie.gross_revenue
2297,ticket sales for the movie avengers,movie.gross_revenue
2298,what was the gross earnings for the avengers movie,movie.gross_revenue
2299,how much revenue did the avengers take it,movie.gross_revenue
2300,what were the gross receipts for the avengers,movie.gross_revenue
2301,can you give me the revenue of the movie titanic,movie.gross_revenue
2302,how much revenue did titanic make,movie.gross_revenue
2303,profits made by titanic,movie.gross_revenue
2304,revenue for titanic,movie.gross_revenue
2305,revenue for titanic,movie.gross_revenue
2306,total titanic revenues,movie.gross_revenue
2307,what was the revenue for toy story 3,movie.gross_revenue
2308,dark knight revenue,movie.gross_revenue
2309,how much did the dark night generate,movie.gross_revenue
2310,can i see the lion king revenue,movie.gross_revenue
2311,can i see what the lion king revenue was,movie.gross_revenue
